Employee_ID,Name,Department,Date_of_Joining,Age,Gender,Salary,Experience_Years,Last_Performance_Score,Attrition,City
1587,David,HR ,2018-06-02,25,Female,77268,7,4.1,Yes,Mumbai
2953,Michael,HR ,2021-08-26,34,Other,66634,4,2.9,No,Delhi
2050,Ashley,hr,2017-01-21,36,Female,41017,8,3.0,No,Hyderabad
1095,Elizabeth,HR ,2016-04-08,58,Female,70366,9,4.1,No,
2085,Brian,HR ,2025-09-25,44,Other,93125,0,2.9,No,Hyderabad
2293,David,hr,2022-02-06,43,,33215,3,2.9,Yes,Delhi
1624,Lori,Sales,2022-06-21,33,Male,78071,3,4.1,Yes,
1816,Amanda,Sales,2021-10-09,48,Male,31759,4,4.4,No,Hyderabad
2472,Kim,Finance,2025-05-14,54,Other,32985,0,,No,Bangalore
1655,Leslie,HR,2024-08-06,47,Other,88473,1,3.5,Yes,
2072,Nicholas,IT,2025-05-25,44,,80325,0,4.2,No,
1003,John,Sales,2022-11-09,39,,60013,3,3.1,Yes,Bangalore
1245,John,Finance,2017-07-10,30,Male,34753,8,2.3,Yes,Bangalore
2363,Leslie,IT,2020-07-01,43,Male,48851,5,3.0,No,Bangalore
2309,James,Sales,2020-08-11,44,Other,116491,5,,Yes,
1002,Alexandra,Marketing,2021-06-12,37,Female,102159,4,4.0,Yes,Chennai
2690,Nancy,hr,2018-03-22,26,Other,102618,7,4.9,Yes,Bangalore
1479,Jacob,HR ,2025-01-26,35,,106934,0,3.0,No,Mumbai
2919,Dawn,Sales,2018-10-30,30,Female,39866,7,2.9,Yes,Bangalore
1295,Reginald,Marketing,2023-05-31,38,,119469,2,3.1,Yes,Mumbai
1741,Kathy,Sales,2018-07-24,39,Male,90301,7,2.5,Yes,Chennai
2346,Zachary,Marketing,2022-05-15,27,Other,104435,3,2.1,Yes,Chennai
1404,Andrew,Sales,2023-11-23,54,,71530,2,4.1,Yes,Chennai
2381,Christina,Sales,2027-06-01,49,Female,103537,0,3.2,Yes,Chennai
2771,Debra,Marketing,2024-06-12,49,Female,49284,1,3.7,No,Bangalore
1318,Larry,HR ,2018-03-12,34,Male,30447,7,3.3,Yes,Mumbai
1998,Cynthia,Sales,2018-02-07,56,Other,109780,7,3.5,Yes,Delhi
2696,Eric,Finance,2020-06-21,32,Male,71193,5,4.3,Yes,Bangalore
1343,Amanda,Marketing,2016-03-02,34,Female,83365,9,3.5,Yes,Chennai
2449,Natalie,Marketing,2015-11-02,38,Male,54436,10,3.7,No,Bangalore
2851,Melinda,hr,2018-08-26,48,,38387,7,3.2,Yes,Hyderabad
1594,Travis,HR,2016-06-12,50,Male,93839,9,3.0,Yes,Mumbai
1600,Todd,HR ,2020-05-16,43,Female,73246,5,2.9,Yes,Hyderabad
2620,Connie,Sales,2019-01-02,24,Male,49575,6,3.7,Yes,Chennai
2406,John,HR ,2024-01-26,35,Female,65993,1,3.3,No,Delhi
1110,Wayne,HR ,2023-06-02,51,Other,61940,2,2.6,No,Mumbai
1365,Joshua,Sales,2022-11-21,59,Male,91664,3,3.2,Yes,Delhi
2424,Kathleen,HR ,2018-11-17,46,Other,33352,7,3.2,No,Delhi
1058,Amy,Marketing,2025-05-15,34,Other,57536,0,4.0,No,Bangalore
1306,John,Sales,2018-05-09,54,Other,92268,7,4.8,No,Chennai
1151,Stephanie,IT,2026-01-31,28,,500000,0,4.9,No,Chennai
2199,Anna,Sales,2025-02-01,56,Male,42266,0,4.4,Yes,
2777,Carl,IT,2019-04-29,28,,100935,6,3.0,No,Mumbai
1535,Margaret,Sales,2024-11-10,39,Female,500000,1,2.1,Yes,Bangalore
2483,Jonathan,IT,2016-09-25,52,Female,81493,9,3.8,Yes,Bangalore
1948,Carlos,hr,2016-06-28,30,Male,32826,9,4.9,Yes,Hyderabad
2338,Christopher,IT,2017-07-31,31,,114060,8,2.4,No,
2983,Cindy,IT,2021-01-03,57,Other,95368,4,3.0,Yes,Chennai
2659,Thomas,HR ,2018-07-25,40,,38771,7,2.4,Yes,Hyderabad
2556,Jordan,hr,2020-02-29,56,Male,119435,5,4.8,Yes,Hyderabad
1710,Erin,Marketing,2019-02-08,28,Other,108057,6,3.2,No,Chennai
1314,Rebekah,Sales,2023-08-18,55,Female,56368,2,2.7,Yes,
1922,Tiffany,Finance,2018-06-18,38,,57474,7,2.8,No,
1806,Jennifer,HR,2019-08-05,28,,72549,6,3.9,No,Hyderabad
2137,Kirsten,IT,2025-01-15,25,,94070,0,5.0,Yes,Delhi
2108,Amy,HR ,2020-09-12,51,,38260,5,3.4,No,Hyderabad
2608,Joshua,HR,2016-08-06,42,Male,77602,9,2.4,No,Hyderabad
1504,Michelle,HR,2019-03-03,23,Female,84813,6,2.0,Yes,Delhi
2603,Shannon,Marketing,2017-11-03,37,,96830,8,4.8,Yes,Hyderabad
1957,Rachel,Finance,2017-11-16,41,Other,105501,8,4.1,No,Chennai
2713,Jacob,HR,2016-12-18,36,Female,69073,9,4.2,Yes,Delhi
2663,Kristen,HR,2021-10-29,27,,51846,4,4.2,No,Hyderabad
2232,Philip,Marketing,2022-10-02,49,,101337,3,2.4,Yes,Hyderabad
2155,Eric,hr,2019-09-18,52,,1000000,6,2.2,No,Delhi
1534,Christina,IT,2025-04-01,37,,30921,0,4.4,No,Mumbai
2092,Maria,HR,2018-10-14,44,Other,35211,7,3.6,Yes,Hyderabad
1294,Matthew,hr,2019-10-15,50,Female,50387,6,2.7,No,Mumbai
1083,Eric,Finance,2023-05-03,22,,31808,2,3.3,No,
2207,Christine,Marketing,2023-12-01,35,Female,76174,2,3.8,Yes,
1978,Dwayne,Marketing,2024-05-16,49,,500000,1,3.4,Yes,Hyderabad
1793,Jasmine,IT,2018-04-27,31,Male,93021,7,2.7,No,Bangalore
2781,Emma,hr,2015-10-05,35,Other,100950,10,2.7,Yes,Hyderabad
2830,Joseph,Sales,2016-04-10,46,Female,31420,9,3.9,Yes,Chennai
2382,Yvette,IT,2021-07-08,58,,66519,4,3.6,No,Bangalore
1356,Justin,IT,2023-09-06,23,Other,57733,2,3.4,No,Chennai
2950,Nathaniel,Sales,2022-06-01,40,Male,108812,3,3.5,Yes,
1363,Samantha,hr,2024-06-19,30,,41456,1,4.8,No,Hyderabad
2426,Katie,Marketing,2015-11-21,33,Female,95632,10,3.1,Yes,Bangalore
1851,Nicholas,HR ,2024-12-30,24,Male,33521,1,2.1,No,Bangalore
2331,Christine,hr,2022-03-06,26,,44087,3,3.7,Yes,Mumbai
2182,Robert,Marketing,2025-05-09,53,Other,103043,0,3.7,Yes,Delhi
2703,Melissa,IT,2021-08-29,35,Female,44069,4,2.2,Yes,
2020,Cody,HR ,2020-06-17,22,Male,68829,5,3.8,Yes,Mumbai
2233,Nancy,HR ,2017-12-02,58,,59642,8,5.0,Yes,
1226,William,HR ,2025-06-16,25,Male,85071,0,4.3,Yes,Delhi
1421,Kelsey,Finance,2026-02-03,44,Other,82988,0,2.8,Yes,
2601,Ashley,HR ,2016-01-28,28,Other,86761,9,3.6,No,Bangalore
1102,Steven,HR ,2017-08-26,49,Male,37627,8,2.5,Yes,Chennai
2191,Keith,HR,2015-11-20,40,Other,50678,10,2.4,No,Bangalore
2372,James,Sales,2018-03-05,34,Female,500000,7,3.5,Yes,Delhi
1141,Michael,Marketing,2016-12-13,30,Other,108344,9,4.3,Yes,Mumbai
2791,Ashley,hr,2016-05-17,45,Female,114172,9,3.2,No,Mumbai
1342,James,Finance,2021-07-02,38,Female,83476,4,3.4,No,Chennai
2159,Jonathan,HR,2020-11-24,51,Male,113448,5,3.6,No,Mumbai
1525,Joseph,HR,2017-06-02,37,Male,60494,8,2.3,Yes,Chennai
2382,Holly,IT,2016-08-08,33,Male,71831,9,3.5,Yes,
2662,Robert,HR ,2017-04-08,35,Other,84011,8,5.0,No,Mumbai
2697,Justin,Sales,2020-08-29,49,Other,114636,5,3.8,Yes,Delhi
2179,Susan,Marketing,2018-05-11,43,Female,61693,7,3.1,No,Delhi
2752,Tammy,HR ,2017-05-14,35,Male,73557,8,2.3,Yes,Mumbai
2201,Bonnie,Finance,2020-07-03,22,Other,34049,5,4.5,Yes,Chennai
1686,Tina,IT,2021-12-06,55,Female,86109,4,,Yes,Delhi
1748,Cindy,IT,2015-11-27,37,Female,109484,10,2.3,Yes,Delhi
1295,Emma,Finance,2018-09-15,27,Male,96986,7,2.5,No,Delhi
1711,Alicia,Finance,2019-08-09,25,,82924,6,3.8,Yes,Hyderabad
2234,James,IT,2023-05-05,41,,70534,2,3.2,Yes,Chennai
1152,Jessica,HR,2020-06-19,25,Male,52158,5,2.2,Yes,
1275,Garrett,Sales,2024-04-27,53,Male,76817,1,2.7,Yes,Chennai
2925,Brian,HR,2017-03-22,48,Male,66563,8,3.7,Yes,Bangalore
2777,Kenneth,HR ,2029-03-02,55,,87238,0,3.1,Yes,Bangalore
2042,Kelly,HR ,2022-01-23,32,Male,113264,3,3.3,No,Delhi
2547,Krista,Sales,2020-02-12,49,Female,63738,5,2.6,Yes,Delhi
1271,Nicole,HR ,2023-05-12,24,,33073,2,4.6,Yes,Bangalore
1941,Cheryl,Finance,2021-04-14,56,,80802,4,3.5,No,
1379,Julie,HR,2017-06-27,49,Other,87987,8,2.1,No,Bangalore
2004,Frank,Finance,2025-03-29,29,Other,106774,0,4.2,Yes,Chennai
2879,Dawn,Sales,2019-09-17,54,Female,82913,6,4.6,Yes,Delhi
2498,Kyle,HR ,2021-08-01,55,,102265,4,3.3,No,Hyderabad
1691,Mary,Marketing,2017-01-17,48,Male,83103,8,2.5,Yes,Chennai
2843,Sandra,Marketing,2016-07-14,37,Other,30528,9,4.7,No,Hyderabad
1432,David,Sales,2023-07-06,23,Other,98500,2,,No,Bangalore
2242,Jessica,IT,2024-11-17,22,Female,32569,1,4.8,Yes,Mumbai
1361,Matthew,HR ,2025-09-17,28,,100155,0,3.7,Yes,Bangalore
1560,Jessica,HR ,2025-05-21,58,Male,46869,0,2.4,No,Delhi
2381,Jackie,Finance,2015-10-06,48,,52066,10,3.6,Yes,Hyderabad
2189,Timothy,Marketing,2022-04-11,33,Female,75947,3,4.1,Yes,Mumbai
1655,Marie,Sales,2019-11-07,38,Other,46006,6,4.8,No,Delhi
1642,April,IT,2021-09-06,26,Male,99982,4,,No,Delhi
1569,Christina,HR,2019-02-19,35,Other,74216,6,4.1,No,Mumbai
2648,Adam,Finance,2023-01-29,42,Male,73499,2,4.6,Yes,Bangalore
1949,Darrell,Finance,2030-08-24,43,Other,53043,0,4.6,Yes,Mumbai
1037,Eric,Sales,2019-05-29,32,Male,75328,6,2.5,Yes,Mumbai
1991,Amanda,Marketing,2017-03-24,33,Female,66172,8,3.9,Yes,Hyderabad
2456,Kaitlin,Finance,2021-09-18,35,Female,76765,4,2.8,Yes,Delhi
1361,Luke,Finance,2021-10-04,40,Female,49528,4,4.2,No,Chennai
2033,Thomas,Marketing,2021-12-14,51,Male,53786,4,4.9,Yes,Chennai
1971,Valerie,HR ,2025-02-09,46,Other,108313,0,3.8,Yes,Chennai
1614,Michelle,Sales,2017-10-20,28,Male,93805,8,2.9,Yes,Bangalore
1372,Joshua,Sales,2018-06-19,49,Other,90213,7,3.8,No,Chennai
2822,Thomas,Finance,2024-04-16,55,,79338,1,4.4,No,Delhi
1432,Scott,HR ,2023-03-27,59,Other,118071,2,2.2,Yes,Chennai
2443,Jennifer,Sales,2017-08-08,35,,109739,8,2.3,Yes,Mumbai
2972,Cynthia,Marketing,2019-03-29,58,Other,103424,6,5.0,No,Bangalore
1776,William,hr,2016-05-16,54,,91355,9,4.9,Yes,Bangalore
1150,Jessica,HR,2024-04-18,48,,117752,1,2.2,No,Hyderabad
1502,Annette,Sales,2019-05-01,41,Other,119166,6,4.2,No,
1683,Emily,Finance,2024-02-01,50,Female,51585,1,3.0,Yes,Delhi
2341,Samuel,HR,2018-01-18,26,Male,68936,7,3.6,Yes,
2619,Brian,IT,2019-04-20,46,,108870,6,4.6,Yes,Mumbai
1730,Pamela,HR ,2015-10-26,24,,84805,10,3.4,No,Chennai
2603,Shannon,Marketing,2017-11-03,37,,96830,8,4.8,Yes,Hyderabad
1107,Jonathan,HR,2019-02-26,28,Other,54209,6,3.4,Yes,Bangalore
2900,Nicole,hr,2018-07-19,26,Female,118778,7,,Yes,Mumbai
1533,Rose,Sales,2022-03-02,22,,102780,3,4.7,Yes,
1785,Martha,IT,2023-09-29,56,Other,36609,2,3.6,No,
2113,Thomas,Sales,2016-09-14,38,Male,49499,9,2.4,No,Chennai
2905,James,HR ,2022-06-25,58,Other,114996,3,3.2,Yes,Chennai
1263,Michael,hr,2023-05-15,35,Other,48963,2,3.6,No,Hyderabad
1145,Kimberly,hr,2016-04-13,38,,56746,9,3.8,No,Bangalore
1552,Adam,hr,2016-05-31,31,Male,78263,9,3.2,Yes,Chennai
1920,Elizabeth,Sales,2017-08-20,51,Female,112792,8,2.4,No,Bangalore
2827,Christina,HR ,2021-07-23,28,Male,97393,4,4.3,No,Hyderabad
1028,Christina,hr,2023-11-17,33,Female,64444,2,4.7,No,Bangalore
1869,Angela,HR,2023-02-12,28,Male,93832,2,2.4,No,Hyderabad
2453,Kelly,Sales,2024-01-09,43,Other,99509,1,2.6,No,Mumbai
1994,Heather,hr,2020-06-29,29,Female,63605,5,4.3,No,
2482,Kyle,HR,2022-11-11,28,Other,97686,3,2.8,No,
2029,Amber,Finance,2022-01-24,46,Other,94588,3,3.0,Yes,Bangalore
1904,Julian,HR ,2016-12-24,33,,60076,9,4.9,Yes,Chennai
2512,Michael,HR,2022-04-28,33,,46809,3,2.3,No,Bangalore
1620,Mark,hr,2022-11-08,30,Male,106828,3,3.8,Yes,Bangalore
2179,Robert,hr,2023-06-07,56,,77652,2,4.2,Yes,Hyderabad
2270,Julie,IT,2017-09-26,47,,94201,8,2.6,No,Chennai
2278,Nicole,HR ,2025-08-17,100,,108469,0,2.3,No,Delhi
2093,Donna,HR ,2019-06-14,23,Other,110152,6,,Yes,Chennai
1727,Kevin,hr,2017-12-18,30,Male,37532,8,3.3,No,Mumbai
1193,Sarah,Sales,2018-08-17,41,Female,47137,7,2.6,Yes,Delhi
2274,Bruce,IT,2017-03-19,26,Female,45897,8,4.9,No,Hyderabad
2898,Melissa,Sales,2021-10-13,43,Male,31376,4,3.6,Yes,Hyderabad
2603,Michael,IT,2021-12-25,55,Male,110580,4,3.9,Yes,Delhi
2337,John,Finance,2022-04-29,58,Male,109496,3,2.5,Yes,Bangalore
1647,Janet,Marketing,2023-03-03,31,Male,62131,2,3.9,Yes,
2949,Danielle,Finance,2022-04-12,44,Female,118807,3,3.6,Yes,Delhi
2275,Scott,IT,2020-03-16,45,,116396,5,2.6,Yes,Mumbai
1718,Hector,HR,2024-06-03,23,Male,45929,1,4.4,No,Delhi
1691,Tina,hr,2024-11-07,26,,98828,1,4.8,No,Delhi
1830,Joshua,Finance,2025-08-27,34,Other,88962,0,2.3,No,Bangalore
1713,Manuel,IT,2021-07-22,51,Other,82099,4,4.0,No,Mumbai
2839,Russell,HR,2018-11-01,57,Other,62838,7,4.6,Yes,Mumbai
1936,Theresa,Marketing,2020-02-08,42,,58962,5,3.6,Yes,Hyderabad
1709,Kimberly,hr,2018-01-23,47,Other,80110,7,4.7,Yes,Bangalore
1811,Dennis,hr,2020-10-07,29,Male,90932,5,3.1,Yes,Bangalore
1657,Terry,Sales,2024-06-28,46,Male,85889,1,3.8,No,Hyderabad
2995,Mary,HR,2022-12-03,47,Female,34733,3,4.5,No,Delhi
2170,Amy,Sales,2024-09-05,36,,36361,1,3.5,No,Chennai
1279,Brent,Finance,2017-08-29,43,Other,31514,8,2.4,No,Delhi
2600,Angela,HR,2024-06-14,39,Male,61363,1,,No,Bangalore
2760,Michael,HR ,2016-05-19,39,,82136,9,4.6,No,
1579,Barbara,HR,2016-06-27,36,Male,60390,9,2.8,No,Mumbai
2431,Patricia,Sales,2020-02-29,30,Other,48764,5,4.7,No,Delhi
2923,Julie,HR,2015-11-23,52,Male,42399,10,3.3,No,Delhi
2859,Kelsey,HR ,2019-10-21,44,Male,44592,6,2.4,Yes,
1497,Aaron,IT,2016-10-10,55,,51514,9,2.1,No,Bangalore
1611,Philip,hr,2022-10-13,40,Male,39464,3,3.8,Yes,Chennai
1817,Karen,HR,2020-12-31,46,Female,83699,5,3.3,Yes,Chennai
2280,Susan,Sales,2015-12-03,32,Female,102137,10,2.7,No,Delhi
2286,Keith,HR ,2019-09-14,26,Other,50268,6,3.0,No,Bangalore
1377,Carolyn,Marketing,2024-09-13,48,Female,53720,1,2.3,No,Hyderabad
1627,Scott,HR,2016-05-11,28,Male,45111,9,2.4,No,Chennai
2564,Adam,Finance,2024-02-01,36,Male,54616,1,2.1,No,Hyderabad
1255,Dale,HR,2021-12-18,59,,57718,4,2.1,No,Mumbai
2830,David,IT,2016-12-20,45,Other,64586,9,,Yes,Hyderabad
1235,Jared,IT,2022-07-25,59,Female,99351,3,2.6,No,Bangalore
1211,Paul,Finance,2023-10-21,46,Female,36952,2,2.9,Yes,Hyderabad
1728,Theodore,Sales,2018-07-21,33,Male,52857,7,2.2,Yes,Delhi
1508,Christopher,Marketing,2025-07-06,45,Female,114568,0,3.2,No,
2992,Cathy,Marketing,2016-02-10,44,,111957,9,2.6,No,Bangalore
2911,James,IT,2025-03-11,37,Female,40592,0,2.9,No,Mumbai
1364,Keith,IT,2016-02-06,27,Male,37487,9,4.5,Yes,Mumbai
2538,Monica,HR,2019-02-11,45,,1000000,6,2.7,No,
2471,Jennifer,IT,2018-08-09,40,Female,82996,7,4.9,Yes,Mumbai
2062,Rebecca,Finance,2023-01-25,36,,67791,2,3.0,Yes,Hyderabad
1053,Caitlin,Marketing,2016-03-03,45,Other,68228,9,2.9,Yes,Delhi
2715,Craig,Finance,2023-03-13,25,,73307,2,5.0,Yes,Hyderabad
2210,Meagan,HR ,2024-04-23,25,Male,106732,1,4.0,Yes,
1029,Brandon,Marketing,2019-03-29,36,Other,101860,6,3.1,No,Chennai
1994,Gregory,Finance,2017-08-17,35,Other,89070,8,3.5,No,
2593,Briana,hr,2019-10-28,59,Male,100383,6,4.6,Yes,Chennai
2845,Patricia,Finance,2022-01-20,47,,36731,3,2.5,Yes,Bangalore
2689,Amy,hr,2024-07-25,50,Female,75920,1,4.2,Yes,
2840,Jamie,Sales,2019-08-26,57,Other,62633,6,2.4,Yes,Mumbai
1956,Nicholas,Marketing,2015-10-03,23,Other,77690,10,4.4,No,Delhi
1051,Elizabeth,IT,2023-12-22,40,Female,80277,2,3.4,Yes,
2910,Shannon,Sales,2017-09-18,58,,36232,8,4.2,Yes,Delhi
1858,Robert,IT,2017-09-05,22,Female,82154,8,3.0,No,Chennai
1728,Debra,hr,2016-04-28,31,,69210,9,4.2,No,Hyderabad
2519,Carlos,Marketing,2016-01-17,51,Female,35364,9,2.4,Yes,Mumbai
2022,David,IT,2026-01-01,51,,107154,0,2.0,No,Delhi
2255,Rachel,Sales,2019-07-01,46,Female,62985,6,3.9,No,Hyderabad
1494,Lee,Sales,2024-08-14,52,Male,68323,1,4.7,Yes,Hyderabad
1170,Thomas,Marketing,2016-05-17,47,,78522,9,2.3,Yes,Delhi
1408,Carlos,Finance,2024-04-21,57,Female,70247,1,2.2,No,Mumbai
1008,Amanda,Finance,2021-01-12,24,,30372,4,2.5,No,Chennai
2424,Tyler,Finance,2019-03-07,52,,66080,6,2.6,Yes,Hyderabad
2350,Diana,hr,2019-09-18,53,Male,64917,6,2.3,Yes,Delhi
2063,Regina,Sales,2020-01-24,45,Other,112219,5,4.2,Yes,Mumbai
1804,Danielle,IT,2017-02-08,26,Female,70426,8,2.1,No,Chennai
2877,Joseph,HR ,2025-03-28,44,,91548,0,4.8,Yes,Chennai
1136,Ellen,Finance,2020-12-19,37,Other,94678,5,3.5,No,
1511,Bradley,IT,2016-02-06,39,Female,96154,9,3.7,Yes,Bangalore
2650,Caleb,Sales,2021-12-15,24,Other,53341,4,3.4,Yes,Chennai
1785,Rachel,HR ,2020-05-09,43,Female,93356,5,,No,Chennai
2789,Kathleen,HR,2020-08-05,44,Other,81870,5,4.9,Yes,Hyderabad
2723,Michaela,HR,2024-02-14,51,,32020,1,3.5,No,Mumbai
2287,Stephanie,HR ,2024-11-24,43,Male,30032,1,4.4,Yes,Bangalore
1231,Alexander,hr,2024-04-26,23,Male,83173,1,2.8,No,
2968,Rachel,Sales,2017-05-15,35,Male,79763,8,2.3,Yes,Mumbai
2906,Matthew,hr,2022-04-30,56,,78570,3,4.9,No,
2998,Amanda,HR ,2024-06-19,41,Female,63194,1,2.2,Yes,Hyderabad
1157,Laura,HR ,2016-12-07,59,Female,31517,9,2.3,No,Mumbai
1444,Kimberly,HR ,2017-06-13,22,,102102,8,3.9,Yes,Bangalore
2680,Kevin,HR,2019-10-30,49,Male,80100,6,2.9,No,Hyderabad
1096,Teresa,Marketing,2023-10-25,59,,80432,2,3.0,No,Bangalore
1236,Brandon,Marketing,2024-09-11,48,Female,48654,1,2.5,No,
1619,Angel,IT,2021-10-25,54,Male,40826,4,4.3,Yes,
2027,Cynthia,HR,2022-03-04,47,,115980,3,2.8,Yes,Bangalore
2755,John,Marketing,2023-01-11,46,Female,41305,2,3.2,Yes,Delhi
2802,Jennifer,Finance,2020-09-23,48,Female,99943,5,4.0,No,Delhi
1692,Christopher,HR ,2017-06-23,52,Female,77822,8,4.6,No,Hyderabad
1086,Katherine,Marketing,2020-01-21,37,Female,95604,5,5.0,No,
2435,John,HR ,2020-01-24,50,Other,60641,5,2.8,Yes,Bangalore
1268,Jordan,Marketing,2018-07-05,51,Other,112013,7,4.2,Yes,Mumbai
2624,Linda,Sales,2022-07-25,29,,111525,3,2.9,No,Mumbai
2252,Paula,IT,2020-02-24,50,Male,108252,5,4.4,No,
2663,Bruce,HR,2025-05-29,56,,57086,0,2.6,Yes,Delhi
1858,Timothy,hr,2018-01-22,27,Female,106910,7,3.5,Yes,Delhi
1581,Kristina,HR,2022-08-27,33,Male,53362,3,3.4,Yes,Mumbai
2909,Linda,Sales,2018-06-19,28,Male,61954,7,2.9,No,
1260,Robin,IT,2021-12-11,51,Other,38797,4,2.8,Yes,Delhi
2582,Sara,Finance,2022-07-09,38,Male,34798,3,2.8,Yes,Mumbai
2218,Brenda,Sales,2025-08-30,56,Female,75175,0,3.5,No,Mumbai
2374,Anthony,HR ,2025-07-17,25,Female,86167,0,2.2,Yes,Chennai
1452,Norma,Sales,2024-11-17,38,Male,73006,1,4.7,Yes,Mumbai
2474,Sean,Sales,2024-04-26,25,Other,32106,1,2.7,No,
2955,Cody,Finance,2022-05-08,53,Female,38517,3,3.4,No,Delhi
1294,Stacy,IT,2023-06-09,50,Other,60905,2,4.7,No,Chennai
1684,Rebecca,IT,2016-04-20,24,Male,60393,9,4.8,Yes,Delhi
1656,Emily,Finance,2023-07-28,53,,79348,2,2.5,Yes,Bangalore
2384,Frederick,HR,2019-08-01,31,Other,49110,6,2.3,No,Chennai
2276,Wendy,HR,2015-11-06,45,Other,61373,10,2.2,Yes,
1304,Elizabeth,Marketing,2022-08-10,25,Other,45156,3,,Yes,Mumbai
2467,James,Finance,2027-01-24,46,Female,42833,0,4.4,No,Hyderabad
1837,Matthew,IT,2021-12-19,34,Other,101517,4,2.8,No,Delhi
1832,William,Sales,2025-04-20,48,,61209,0,2.8,No,Bangalore
2200,Jay,IT,2019-01-24,22,Other,55869,6,,Yes,Chennai
1433,Regina,HR,2016-10-28,22,,55983,9,2.5,Yes,Mumbai
2727,Cynthia,hr,2024-12-05,41,Female,103238,1,4.7,No,Delhi
2595,Sylvia,hr,2016-10-05,32,Other,33954,9,3.5,Yes,Chennai
1569,Alexis,hr,2024-01-17,53,Female,104747,1,2.6,Yes,Delhi
2329,Steven,Finance,2016-04-09,34,Other,91586,9,4.1,Yes,Hyderabad
1895,Kimberly,Marketing,2017-01-15,26,,43745,8,3.7,Yes,Mumbai
1136,Laura,Marketing,2018-12-24,43,Other,58675,7,4.6,Yes,Hyderabad
2845,Christina,HR,2017-12-17,15,Male,45534,8,3.1,Yes,
1291,Ashlee,HR,2021-09-20,46,,89211,4,4.6,Yes,Chennai
2600,Joanna,Finance,2020-12-12,23,Other,61558,5,2.1,No,Chennai
1373,Zachary,Sales,2018-01-14,23,Male,82499,7,3.5,Yes,
1705,Tiffany,Marketing,2020-02-20,36,Male,47385,5,4.2,Yes,Chennai
1797,Nicole,IT,2024-09-20,42,Female,90990,1,2.6,No,Mumbai
1671,Richard,HR ,2019-11-30,33,Female,111689,6,3.5,No,Bangalore
1305,Jason,HR ,2025-09-26,31,Other,102242,0,4.8,No,Bangalore
1539,Amy,Marketing,2022-08-02,57,Male,75130,3,3.6,Yes,
2172,Jimmy,IT,2022-05-29,49,Female,68327,3,,Yes,Bangalore
2991,Christopher,hr,2017-05-05,24,Male,47118,8,,No,Chennai
2210,Daniel,HR ,2017-07-04,54,,86814,8,2.5,Yes,
2622,Bethany,Marketing,2023-06-21,37,Female,49353,2,3.4,Yes,Mumbai
1396,Jimmy,Finance,2019-07-10,46,Female,85987,6,3.2,Yes,Hyderabad
2627,Jeff,Sales,2018-10-01,33,Male,113799,7,2.2,No,Hyderabad
1148,Jared,IT,2025-03-09,38,,87723,0,4.2,No,Mumbai
2204,Samuel,Finance,2024-07-06,49,,89415,1,3.1,No,Bangalore
1331,Michael,Finance,2019-11-21,51,Other,34363,6,3.5,Yes,
2422,Lindsay,IT,2018-03-26,54,,65391,7,2.3,No,Mumbai
2509,Kristin,IT,2025-03-31,39,Other,52805,0,2.7,No,Bangalore
1262,Richard,HR ,2021-03-14,51,Other,87229,4,4.8,Yes,Chennai
1987,Angie,HR,2021-08-24,32,Female,76191,4,4.7,No,Mumbai
1410,Dana,Marketing,2020-08-09,53,,99318,5,3.1,No,Bangalore
1418,Arthur,IT,2022-09-17,25,Male,108036,3,4.4,Yes,
2273,Mary,HR,2017-01-21,49,Male,39091,8,4.1,Yes,
2040,Laura,Sales,2022-06-20,52,Female,52171,3,3.5,Yes,Bangalore
1439,Brian,HR,2016-10-30,22,Other,35876,9,2.6,No,Delhi
2795,Kelly,Marketing,2020-02-27,45,Other,110058,5,4.6,Yes,Chennai
2664,Jennifer,IT,2024-05-03,27,Male,69072,1,3.3,Yes,Delhi
1561,Karl,Marketing,2025-04-30,27,Male,36134,0,4.1,No,
2436,Randall,IT,2025-09-15,28,Female,35380,0,3.5,No,Mumbai
1485,Mark,Finance,2018-06-15,31,Female,37672,7,2.9,Yes,Hyderabad
1212,Matthew,IT,2021-07-07,30,Male,103139,4,4.8,Yes,Hyderabad
1161,Charles,HR ,2019-03-26,33,Male,85526,6,4.7,No,Mumbai
2324,Marilyn,Finance,2020-03-27,39,Female,106945,5,3.7,Yes,Delhi
2152,Brittany,Finance,2019-06-26,47,,107652,6,2.6,Yes,Mumbai
2891,Antonio,hr,2023-02-17,15,Other,112017,2,4.1,No,Mumbai
2296,James,Finance,2017-08-28,57,,40945,8,,Yes,Bangalore
2369,Erik,Sales,2022-08-14,27,,116885,3,3.1,No,Hyderabad
2458,Joseph,HR,2017-10-19,29,Other,43254,8,3.3,Yes,Chennai
1382,Brittany,IT,2017-11-09,27,Male,110693,8,3.4,No,Hyderabad
2678,Felicia,HR ,2020-05-21,31,Male,69917,5,2.4,Yes,Delhi
2153,Kevin,IT,2018-01-26,35,Male,53710,7,4.2,No,Delhi
1960,Emily,Finance,2015-12-18,30,Female,86055,10,4.2,Yes,
1813,Danielle,Marketing,2021-11-25,37,,101008,4,4.6,Yes,Chennai
1507,Michael,IT,2019-06-15,28,Male,69649,6,2.4,No,Bangalore
2569,Timothy,Marketing,2020-10-20,28,,46620,5,3.4,Yes,Delhi
